iter	RMSE
0	0.4704674808
1	0.4413611682
2	0.4142951771
3	0.3889413395
4	0.3652576547
5	0.3431821106
6	0.3225429057
7	0.3034124485
8	0.2855858135
9	0.2688883125
10	0.2533085257
11	0.238803904
12	0.2253550831
13	0.2128707748
14	0.2013542245
15	0.1904528073
16	0.1804800645
17	0.1712901078
18	0.162769005
19	0.154903101
20	0.1476491503
21	0.1410029546
22	0.1349199991
23	0.1291332807
24	0.1240812135
25	0.1193936093
26	0.1151582038
27	0.1113146288
28	0.1078713601
29	0.1046846545
30	0.1018639051
31	0.09906694907
32	0.09679223842
33	0.0944804509
34	0.09261701382
35	0.0909830547
36	0.08926533837
37	0.08791968775
38	0.08673253033
39	0.08570560716
40	0.08476006662
41	0.08374639029
42	0.08288112601
43	0.08200965595
44	0.08144886476
45	0.08073086527
46	0.0801026298
47	0.07969154565
48	0.07935138454
49	0.07901517859
50	0.07873904164
51	0.0784828687
52	0.07825705416
53	0.07797523672
54	0.07779948337
55	0.07749615202
56	0.07730561994
57	0.07718090047
58	0.07707951045
59	0.07699127788
60	0.07691367671
61	0.07671104866
62	0.07665100013
63	0.07650726611
64	0.07645304667
65	0.07641537802
66	0.07638235438
67	0.07626859723
68	0.07624318957
69	0.07612420459
70	0.0760217607
71	0.0759336757
72	0.075910306
73	0.0758450234
74	0.0758043505
75	0.0757922519
76	0.07577478893
77	0.07570690922
78	0.07569632819
79	0.07568200475
80	0.07567674571
81	0.07561715541
82	0.07561311576
83	0.07559803685
84	0.07554931575
85	0.07553256058
86	0.07549018321
87	0.07548390155
88	0.07544007501
89	0.07543427264
90	0.07541351295
91	0.07540741274
92	0.07539476025
93	0.07534988936
94	0.07533964499
95	0.07532362539
96	0.07532290834
97	0.07531552623
98	0.07530727159
99	0.07527595263
100	0.07527092895
101	0.07526649787
102	0.07526197393
103	0.07524994778
104	0.07524516735
105	0.07521879515
106	0.07521509615
107	0.07520334287
108	0.07520138529
109	0.07517380485
110	0.07516974972
111	0.07516687326
112	0.0751573201
113	0.07514827045
114	0.07514523047
115	0.07512901025
116	0.07511063153
117	0.07510672166
118	0.07508941024
119	0.07508864778
120	0.07508603815
121	0.07508326438
122	0.07508111727
123	0.07507840385
124	0.07507444556
125	0.07506090401
126	0.07505848674
127	0.07504351152
128	0.07503040689
129	0.07502234053
130	0.07500592622
131	0.07500113433
132	0.07499879897
133	0.07499653256
134	0.07498426661
135	0.07497570489
136	0.0749656987
137	0.07495914471
138	0.07494518507
139	0.07494108113
140	0.07493919559
141	0.07493087722
142	0.07492915487
143	0.0749216701
144	0.07491937478
145	0.07491306584
146	0.0749064304
147	0.07490483947
148	0.07488606166
149	0.0748780419
150	0.0748710519
151	0.07486537595
152	0.07485563958
153	0.07485374789
154	0.07485228172
155	0.07484640331
156	0.07484499675
157	0.07483705753
158	0.07483189435
159	0.07482763784
160	0.07481811883
161	0.07480754978
162	0.07479513394
163	0.0747938776
164	0.07478611624
165	0.0747730631
166	0.07476352433
167	0.0747565722
168	0.0747504746
169	0.07474931908
170	0.07474826993
171	0.07472886905
172	0.07472651342
173	0.0747254046
174	0.07471427069
175	0.0747062346
176	0.07470306835
177	0.07469460165
178	0.07468657343
179	0.07466848416
180	0.07466095088
181	0.07465741091
182	0.07464801547
183	0.07464292323
184	0.07463636866
185	0.07462687482
186	0.07462370297
187	0.07461069213
188	0.07459913053
189	0.07459629612
190	0.07459281208
191	0.07458692649
192	0.07456174483
193	0.07455645867
194	0.07454915789
195	0.07453213945
196	0.07452739358
197	0.07452497024
198	0.07450327684
199	0.07449756347
200	0.07449330523
201	0.07448292226
202	0.07446336969
203	0.07445592763
204	0.07445110259
205	0.07444902344
206	0.07443820727
207	0.07443634475
208	0.0744320709
209	0.07442240529
210	0.07441897848
211	0.07441813843
212	0.07440190335
213	0.07438562581
214	0.07438395688
215	0.07435940691
216	0.07435077193
217	0.07434147293
218	0.07433202056
219	0.074330255
220	0.07432547953
221	0.07432466864
222	0.0743238854
223	0.0743231297
224	0.07432239991
225	0.074321695
226	0.07431515345
227	0.07431449538
228	0.07431385943
229	0.07431324513
230	0.07431265031
231	0.07431207618
232	0.074311521
233	0.07431098406
234	0.07430557236
235	0.07430507031
236	0.07430458468
237	0.07429927362
238	0.07429451286
239	0.07429407332
240	0.07429364826
241	0.07429323687
242	0.07428967267
243	0.07428928749
244	0.07428891466
245	0.07428358631
246	0.07428323688
247	0.07427787306
248	0.07427754598
249	0.07427306653
250	0.07427276003
251	0.07426801549
252	0.07426772813
253	0.07426217994
254	0.07425816063
255	0.07425496255
256	0.07425053357
257	0.07425028913
258	0.07425005243
259	0.0742461923
260	0.07424352872
261	0.07423911922
262	0.07422650673
263	0.07422455037
264	0.07422067506
265	0.07421884555
266	0.07421576208
267	0.07421297279
268	0.07420926638
269	0.07420908881
270	0.0742089169
271	0.07419677898
272	0.07418949111
273	0.07418619958
274	0.07417258965
275	0.07416888586
276	0.07416237421
277	0.0741506793
278	0.07415052283
279	0.07414774957
280	0.0741475981
281	0.07414177815
282	0.07413051023
283	0.07411687527
284	0.0741135702
285	0.07410634814
286	0.07409908628
287	0.07409686001
288	0.07408548628
289	0.07408167962
290	0.0740790885
291	0.07406821678
292	0.07406682949
293	0.07405695966
294	0.07405491715
295	0.07405165753
296	0.07404674816
297	0.07403626039
298	0.07402982028
299	0.07402543044
300	0.07402360198
301	0.07401273618
302	0.07400928762
303	0.07400569879
304	0.07400020354
305	0.07399008024
306	0.07398781609
307	0.07397923107
308	0.07397609645
309	0.07396632629
310	0.07396328416
311	0.07395767713
312	0.07395643216
313	0.07395243804
314	0.07395075259
315	0.07394961568
316	0.07394018401
317	0.07393520129
318	0.07392655546
319	0.07392235257
320	0.07391324386
321	0.07390797801
322	0.07390452954
323	0.07389904846
324	0.07389827043
325	0.07389715319
326	0.07389263508
327	0.07388383966
328	0.07387659172
329	0.07387420291
330	0.07387174837
331	0.07386803616
332	0.07385904694
333	0.07385636248
334	0.07385261461
335	0.07384396958
336	0.07384068521
337	0.07383916899
338	0.07383845641
339	0.0738257012
340	0.07381352011
341	0.07380881767
342	0.07379806734
343	0.0737969573
344	0.0737951239
345	0.07379266654
346	0.07378843787
347	0.07378635154
348	0.07377874112
349	0.07377468258
350	0.0737717287
351	0.07374807293
352	0.07374327323
353	0.07373781255
354	0.07373716913
355	0.07373229005
356	0.07373136748
357	0.0737277582
358	0.07372112471
359	0.0737171083
360	0.0737143842
361	0.07370952221
362	0.07370869752
363	0.07370664808
364	0.07370446168
365	0.07369710078
366	0.07369123317
367	0.07368455248
368	0.07367375095
369	0.07367181319
370	0.07366939927
371	0.07366818157
372	0.07366758058
373	0.07365463426
374	0.07365034822
375	0.07364960961
376	0.07363763912
377	0.07362905491
378	0.07362384974
379	0.07361497618
380	0.07361364698
381	0.07361111923
382	0.0736000199
383	0.07359935886
384	0.07357668514
385	0.07356968682
386	0.07356913868
387	0.07356551859
388	0.0735635042
389	0.07355619532
390	0.07353427132
391	0.07353127743
392	0.07352801478
393	0.07352749757
394	0.07352524737
395	0.073523439
396	0.0735228462
397	0.07351989904
398	0.07349869134
399	0.07349298237
400	0.07348997385
401	0.0734882964
402	0.07348643346
403	0.07348275682
404	0.07348010772
405	0.07347383488
406	0.07346352417
407	0.0734430076
408	0.07344247678
409	0.07343760927
410	0.07341777428
411	0.07341254562
412	0.07340953363
413	0.07339034006
414	0.07338067298
415	0.07337348328
416	0.07337002053
417	0.07336746772
418	0.0733669962
419	0.07336434565
420	0.07336234253
421	0.07336051874
422	0.07335944468
423	0.07335783073
424	0.0733561311
425	0.07335469837
426	0.07335111143
427	0.07334155671
428	0.07332532533
429	0.07332488639
430	0.07331005203
431	0.07330310916
432	0.07330147819
433	0.07329906932
434	0.0732970827
435	0.07329517103
436	0.07329469363
437	0.07329299128
438	0.07329121811
439	0.07328969946
440	0.07328674864
441	0.07328004777
442	0.07326144383
443	0.07325848317
444	0.07325201268
445	0.07324949656
446	0.07324909121
447	0.07323108429
448	0.0732248342
449	0.07321085006
450	0.07321038226
451	0.07320902397
452	0.07320027186
453	0.07318284259
454	0.07318125473
455	0.07317841074
456	0.07317607366
457	0.07317486099
458	0.07315799082
459	0.07315626935
460	0.07315449679
461	0.07315399482
462	0.07315226649
463	0.07314979651
464	0.07314797949
465	0.0731316491
466	0.07312775046
467	0.07312593087
468	0.07312541787
469	0.07311936674
470	0.07311133981
471	0.07310867886
472	0.07310827916
473	0.07310452437
474	0.07309615961
475	0.07308328512
476	0.0730674672
477	0.07305565883
478	0.07305354148
479	0.07305246148
480	0.07304549328
481	0.07303017718
482	0.07302804354
483	0.07302642627
484	0.07302431945
485	0.07302283537
486	0.07300800776
487	0.07300764909
488	0.07300178996
489	0.07299987799
490	0.07299843501
491	0.07298407873
