iter	RMSE
492	0.07297767707
493	0.07297614178
494	0.0729746179
495	0.07297381595
496	0.07297190357
497	0.07295800271
498	0.0729576363
499	0.07294417961
500	0.07294016541
501	0.07293442402
502	0.07292875697
503	0.07291788528
504	0.07291218117
505	0.07291081062
506	0.0729095229
507	0.07289648756
508	0.07288771315
509	0.0728865146
510	0.07288530016
511	0.07288381238
512	0.07287833101
513	0.07286570986
514	0.07285755921
515	0.07285650976
516	0.07285121133
517	0.0728389894
518	0.07283141822
519	0.07282629577
520	0.07282494003
521	0.07282322416
522	0.07282199549
523	0.07282092165
524	0.07280908474
525	0.07280413044
526	0.07279414333
527	0.07279280089
528	0.07279169791
529	0.07279049666
530	0.07278951212
531	0.07278856863
532	0.07277710404
533	0.07277603252
534	0.07276899695
535	0.0727642039
536	0.07276077869
537	0.07275423783
538	0.07274960272
539	0.07273849742
540	0.07273817485
541	0.07273209086
542	0.07272748799
543	0.07272429584
544	0.07272391361
545	0.07272269347
546	0.07272234495
547	0.07271663598
548	0.07271426575
549	0.07270876508
550	0.07270845439
551	0.07270397348
552	0.07269355279
553	0.07268787574
554	0.07268143302
555	0.07267397643
556	0.07266388324
557	0.07265860067
558	0.07265542605
559	0.0726487198
560	0.07264226463
561	0.07263890421
562	0.07263458051
563	0.07263064681
564	0.07262573381
565	0.07262359813
566	0.072620189
567	0.07261040931
568	0.07260937073
569	0.0726059525
570	0.07260493364
571	0.07260008527
572	0.07259978723
573	0.0725989369
574	0.07259674539
575	0.07259300846
576	0.07259108811
577	0.07258975788
578	0.07258934068
579	0.07258826605
580	0.07258799957
581	0.07258710303
582	0.07258614546
583	0.07258529549
584	0.07258062214
585	0.07257784635
586	0.07257325429
587	0.07256927638
588	0.07256731156
589	0.0725614632
590	0.07255926404
591	0.07255856506
592	0.07255595767
593	0.07254977618
594	0.07254670341
595	0.07254550129
596	0.07254525824
597	0.07254463568
598	0.07254013682
599	0.07253768391
600	0.07253682709
601	0.07253576781
602	0.07253522797
603	0.07253484246
604	0.07253050322
605	0.07252961927
606	0.07252667707
607	0.07252558678
608	0.07251666999
609	0.07251593681
610	0.07251187782
611	0.07250942078
612	0.07250621549
613	0.07250401891
614	0.07250139099
615	0.07250062745
616	0.07249997197
617	0.07249712617
618	0.0724951624
619	0.07249025865
620	0.07248174535
621	0.07247794574
622	0.07247744552
623	0.07247724212
624	0.07247514548
625	0.0724729032
626	0.07247125716
627	0.07247074642
628	0.07247009127
629	0.07246965008
630	0.07246856946
631	0.07246838419
632	0.07246779909
633	0.07246511344
634	0.07246144532
635	0.07245460984
636	0.0724524327
637	0.07245212723
638	0.07244857947
639	0.07244772219
640	0.07244707023
641	0.07244665017
642	0.07244307607
643	0.07244172198
644	0.07244112995
645	0.07243970709
646	0.07243887503
647	0.07243644965
648	0.07243511334
649	0.07242720118
650	0.07242643382
651	0.07242443076
652	0.07242392363
653	0.07242057877
654	0.07241999524
655	0.07241664721
656	0.07240527257
657	0.07239700235
658	0.07239581274
659	0.07239536928
660	0.07239501175
661	0.07239386864
662	0.07238816022
663	0.07238713803
664	0.07238615753
665	0.07238600108
666	0.07238554839
667	0.07237798389
668	0.07237575302
669	0.07237264178
670	0.0723721067
671	0.07237034288
672	0.07236986139
673	0.07236957614
674	0.07236868609
675	0.07236565824
676	0.07236533845
677	0.0723646064
678	0.07236368015
679	0.07236280605
680	0.07236031347
681	0.07235420928
682	0.07235299926
683	0.07235037842
684	0.07235023801
685	0.07234956911
686	0.07234928285
687	0.07234722093
688	0.07234466574
689	0.07233889202
690	0.07233489599
691	0.0723273038
692	0.07232718173
693	0.07232493297
694	0.07232191513
695	0.07231807407
696	0.07231776966
697	0.07231711885
698	0.07231419983
699	0.07230723069
700	0.07230642085
701	0.07230617372
702	0.07230487813
703	0.07230414306
704	0.07230355273
705	0.07230297382
706	0.07230118049
707	0.07229984825
708	0.07229777141
709	0.07229576817
710	0.07228937009
711	0.07228490822
712	0.07228436806
713	0.0722803752
714	0.07227665267
715	0.07227318095
716	0.07227296538
717	0.07227014496
718	0.07226652461
719	0.07226397125
720	0.07226237025
721	0.07226185432
722	0.07226118122
723	0.07225998671
724	0.07225718668
725	0.07225503113
726	0.07224985969
727	0.07224975953
728	0.07224279557
729	0.0722408609
730	0.07224037502
731	0.07224016185
732	0.07223909105
733	0.07223718423
734	0.07223540549
735	0.0722349706
736	0.07223368609
737	0.07223209881
738	0.07222688977
739	0.07222636799
740	0.07222329333
741	0.07222303565
742	0.07221852656
743	0.07221410674
744	0.07221371266
745	0.07221348067
746	0.07221083946
747	0.07221061188
748	0.07220395091
749	0.07220233986
750	0.07219963403
751	0.07219913413
752	0.07219615209
753	0.07219215044
754	0.07219181058
755	0.07218768133
756	0.07218565133
757	0.07218524596
758	0.07218367634
759	0.07218068042
760	0.07217838442
761	0.07217742283
762	0.0721750291
763	0.07217368939
764	0.07217171147
765	0.07216523957
766	0.07216448029
767	0.07216374433
768	0.07216328603
769	0.0721570212
770	0.07215582411
771	0.0721557179
772	0.07214980862
773	0.07214761774
774	0.07214461093
775	0.07214336491
776	0.07214199865
777	0.0721359351
778	0.07213581376
779	0.07213563599
780	0.07213516957
781	0.07213460076
782	0.07213418557
783	0.07213382316
784	0.07212610004
785	0.0721202293
786	0.07211978336
787	0.07211959845
788	0.07211890125
789	0.0721182844
790	0.07211740544
791	0.07211718693
792	0.07211686358
793	0.07211646533
794	0.07211617649
795	0.07211606051
796	0.07211405065
797	0.07210683999
798	0.07210117308
799	0.07210008227
800	0.07209778781
801	0.07209411464
802	0.07209386471
803	0.07209137247
804	0.07208881606
805	0.07208851032
806	0.07208813901
807	0.07208722631
808	0.07208700368
809	0.0720848869
810	0.07208282373
811	0.07208079109
812	0.07207870282
813	0.07207506406
814	0.0720727054
815	0.07207044105
816	0.07206676353
817	0.07206487429
818	0.07206224154
819	0.07206200722
820	0.07206192288
821	0.07205994373
822	0.07205788407
823	0.07205651823
824	0.07205513075
825	0.07205381484
826	0.07205258765
827	0.07205176494
828	0.07204595239
829	0.07204404027
830	0.07204389138
831	0.07204370143
832	0.07204297958
833	0.07204074502
834	0.07203529444
835	0.07203426103
836	0.07203405358
837	0.07203391959
838	0.07203355987
839	0.0720296165
840	0.07202641623
841	0.07202396789
842	0.07202165655
843	0.07202143431
844	0.0720164778
845	0.07201614707
846	0.07201497244
847	0.07201471325
848	0.07201286489
849	0.07201257009
850	0.07201249181
851	0.07201156866
852	0.07201065437
853	0.07200891951
854	0.07200856567
855	0.07200828528
856	0.0720081629
857	0.07200801044
858	0.07200742823
859	0.07200646056
860	0.07200632774
861	0.07200459381
862	0.07200372373
863	0.07200272533
864	0.07200194799
865	0.07200097052
866	0.07199947154
867	0.0719989395
868	0.07199689092
869	0.0719936194
870	0.07199146326
871	0.07199095951
872	0.0719893213
873	0.07198757679
874	0.07198568259
875	0.07198494581
876	0.07198029262
877	0.07197984097
878	0.07197936134
879	0.0719786494
880	0.0719778653
881	0.07197754897
882	0.07197552883
883	0.07197049016
884	0.07197031354
885	0.07196965207
886	0.07196922594
887	0.07196858553
888	0.0719672106
889	0.07196687934
890	0.07196200155
891	0.07196119104
892	0.07196096629
893	0.07196077575
894	0.07195556667
895	0.07195232398
896	0.0719503208
897	0.07194774959
898	0.07194600367
899	0.07194382811
900	0.07194333217
901	0.07194026384
902	0.07193763863
903	0.07193565624
904	0.07193330126
905	0.07192857944
906	0.0719267683
907	0.071924885
908	0.07192433951
909	0.07192220676
910	0.07192087667
911	0.07192058495
912	0.07191898348
913	0.07191880065
914	0.07191732992
915	0.07191706956
916	0.0719163937
917	0.07191619637
918	0.07191603376
919	0.07191585629
920	0.07191538934
921	0.07191341146
922	0.07191222093
923	0.0719117947
924	0.07191043982
925	0.07190873789
926	0.0719068019
927	0.07190537648
928	0.0719035437
929	0.07190336999
930	0.07190322165
931	0.07190276767
932	0.07190250339
933	0.07190236395
934	0.07190180536
935	0.07190158159
936	0.07190132263
937	0.07190007393
938	0.07189857318
939	0.071893956
940	0.07189384301
941	0.07189237477
942	0.0718896632
943	0.07188735665
944	0.07188712698
945	0.07188602632
946	0.07188495711
947	0.07188469691
948	0.07188360576
949	0.07188286584
950	0.07188262921
951	0.0718820177
952	0.07187983614
953	0.0718773669
954	0.0718753196
955	0.07187451993
956	0.07187336182
957	0.07187239394
958	0.0718720211
959	0.07187016329
960	0.07186944162
961	0.0718684916
962	0.07186670854
963	0.07186658383
964	0.07186577538
965	0.0718653251
966	0.07186501948
967	0.07186491763
968	0.07186454072
969	0.07186434236
970	0.07186294891
971	0.07186131464
972	0.07186108417
973	0.07185768954
974	0.0718567101
975	0.07185582634
976	0.07185561427
977	0.07185398674
978	0.07185080528
979	0.071849569
980	0.07184936314
981	0.07184848711
982	0.07184689739
983	0.07184583459
984	0.07184485061
985	0.07184257313
986	0.07184186895
987	0.07184118439
988	0.07183903204
989	0.07183885918
990	0.07183806856
991	0.07183774182
992	0.07183761697
993	0.07183753056
994	0.07183603767
995	0.07183539333
996	0.07183384558
997	0.07183251812
998	0.07183138656
999	0.07182938258
